Recording	Participant	Timeline	TOI	Interval	Media	Group1	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	45	14144	14510	366	h	1	0.50782	0.47973	3.29505										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	55	14510	14576	67						227.16	192.74	342.56	12.41	h		0.50782	0.47973	0.29534	0.70885
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	46	14576	14710	133		0	0.29534	0.70885	3.31933										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	56	14710	14743	33						174.04	62	64.9	2.06		k	0.29534	0.70885	0.25468	0.70461
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	47	14743	14943	200	k	1	0.25468	0.70461	3.16884										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	57	14943	15009	67						50.98	248.86	344.8	16.25	k		0.25468	0.70461	0.52496	0.37108
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	48	15009	15325	316		0	0.52496	0.37108	3.10707										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	58	15325	15375	50						215.16	140.88	202.28	7.56		g	0.52496	0.37108	0.38452	0.47001
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	49	15375	15708	333	g	1	0.38452	0.47001	3.25525										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	59	15708	15775	67						1.92	183.85	325.97	12.01	g	i	0.38452	0.47001	0.62179	0.46205
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	50	15775	16174	399	i	1	0.62179	0.46205	3.21347										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	60	16174	16207	33						325.86	56.84	65.47	1.86	i	i	0.62179	0.46205	0.65656	0.48562
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	51	16207	16374	166	i	1	0.65656	0.48562	3.26338										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	61	16374	16440	67						121.3	127.39	197.61	8.38	i	c	0.65656	0.48562	0.52848	0.27494
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	52	16440	16673	233	c	1	0.52848	0.27494	3.26416										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	62	16673	16740	67						270.24	146.59	253.46	9.91	c	m	0.52848	0.27494	0.53011	0.66256
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	53	16740	17073	333	m	1	0.53011	0.66256	3.34445										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	63	17073	17139	67						55.2	122.32	226.38	7.44	m	i	0.53011	0.66256	0.6493	0.49105
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	54	17139	17389	250	i	1	0.6493	0.49105	3.21507										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	64	17389	17455	66						224.76	195.31	316.31	12.67	i		0.6493	0.49105	0.42754	0.71097
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	55	17455	17672	216		0	0.42754	0.71097	3.289										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	65	17672	17705	33						161.67	74.58	85.49	2.49		l	0.42754	0.71097	0.38047	0.69537
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	56	17705	18004	300	l	1	0.38047	0.69537	3.19426										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	66	18004	18054	50						20.81	165.72	248.02	8.48	l		0.38047	0.69537	0.54112	0.63433
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	57	18054	18553	499		0	0.54112	0.63433	3.18184										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	67	18553	18587	33						256.32	44.08	55.86	1.97		m	0.54112	0.63433	0.52415	0.70406
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	58	18587	18720	133	m	1	0.52415	0.70406	3.26941										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	68	18720	18753	33							98.77	153.13		m		0.52415	0.70406		
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	69	18770	18836	67							81.07	98.36							
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	70	18853	18870	17							55.22	55.22			b			0.33613	0.24804
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	59	18870	18969	100	b	1	0.33613	0.24804	3.28795										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	71	18969	19003	33						181.55	118.91	149.09	4.34	b	a	0.33613	0.24804	0.2478	0.25043
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	60	19003	19335	333	a	1	0.2478	0.25043	3.31638										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	72	19335	19435	100						351.21	263.09	462.03	25.52	a	e	0.2478	0.25043	0.76553	0.33051
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	61	19435	19818	383	e	1	0.76553	0.33051	3.39265										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	73	19818	19851	33						80.48	47.72	48.27	1.82	e	e	0.76553	0.33051	0.77879	0.25144
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	62	19851	20101	250	e	1	0.77879	0.25144	3.50921										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	74	20101	20117	17							32.71	32.71		e		0.77879	0.25144		
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	75	20251	20334	83							113.6	201.42							
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	76	20351	20367	17							38.4	38.4							
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	77	20384	20400	17							47.86	47.86							
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	78	20434	20450	17							37.59	37.59							
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	79	20484	20534	50							98.84	174.15			e			0.77886	0.26104
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	63	20534	20683	150	e	1	0.77886	0.26104	3.64686										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	80	20683	20733	50						194.33	188.28	227.77	9.38	e	d	0.77886	0.26104	0.58277	0.31113
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	64	20733	20850	116	d	1	0.58277	0.31113	3.60577										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	81	20850	20900	50						314.71	228.04	400.79	11.09	d	j	0.58277	0.31113	0.78108	0.51148
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	65	20900	21166	266	j	1	0.78108	0.51148	3.55363										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	82	21166	21216	50						267.99	109.64	183.33	5.02	j	o	0.78108	0.51148	0.77418	0.70753
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	66	21216	21898	682	o	1	0.77418	0.70753	3.35476										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	83	21898	21915	17						125.95	31.58	31.58	0.95	o	o	0.77418	0.70753	0.75868	0.68616
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	67	21915	22531	616	o	1	0.75868	0.68616	3.27118										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	84	22531	22597	66						140.42	201.07	323.97	13.32	o	h	0.75868	0.68616	0.51746	0.48671
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	68	22597	22713	116	h	1	0.51746	0.48671	3.22439										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	85	22713	22763	50						166.92	123.69	170.62	6.49	h	g	0.51746	0.48671	0.3912	0.45737
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	69	22763	22980	216	g	1	0.3912	0.45737	3.17774										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	86	22980	23046	66						241.85	108.19	175.37	7.02	g		0.3912	0.45737	0.29241	0.642
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	70	23046	23312	266		0	0.29241	0.642	3.24738										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	87	23312	23396	83						355.12	293.51	476.49	23.95		o	0.29241	0.642	0.76116	0.68203
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	71	23396	23745	349	o	1	0.76116	0.68203	3.21062										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	88	23745	23795	50						89.55	104	165.02	5.34	o	j	0.76116	0.68203	0.76281	0.47036
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	72	23795	24161	366	j	1	0.76281	0.47036	3.24479										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	89	24161	24178	17						352.07	34.35	34.35	0.98	j	j	0.76281	0.47036	0.78353	0.47324
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	73	24178	24311	133	j	1	0.78353	0.47324	3.37385										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	90	24311	24328	17							39.94	39.94		j		0.78353	0.47324		
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	91	24361	24377	17							235.06	235.06							
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	92	24544	24594	50							144.02	190.81							
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	93	24610	24644	33							51.2	51.63			n			0.63305	0.68413
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	74	24644	24727	83	n	1	0.63305	0.68413	3.5081										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	94	24727	24810	83							120.7	277.18		n		0.63305	0.68413		
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	95	24827	24860	33							40.23	43.38			h			0.52576	0.41378
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	75	24860	25176	316	h	1	0.52576	0.41378	3.27136										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	96	25176	25226	50						196.4	150.41	240.65	7.53	h	g	0.52576	0.41378	0.38014	0.45663
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	76	25226	25476	250	g	1	0.38014	0.45663	3.41242										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	97	25476	25526	50						90.5	99.23	166.93	5.57	g	b	0.38014	0.45663	0.37815	0.23004
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	77	25526	25609	83	b	1	0.37815	0.23004	3.46629										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	98	25609	25625	17						276.19	32.07	32.07	0.93	b	b	0.37815	0.23004	0.38222	0.26762
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	78	25625	25792	166	b	1	0.38222	0.26762	3.34351										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	99	25792	25858	66						294.78	121.77	231.15	8.18	b	h	0.38222	0.26762	0.49346	0.50858
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	79	25858	26158	300	h	1	0.49346	0.50858	3.43244										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	100	26158	26208	50						285.35	95.6	154.84	4.57	h	m	0.49346	0.50858	0.53561	0.66215
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	80	26208	26591	383	m	1	0.53561	0.66215	3.25598										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	101	26591	26607	17						242.68	68.54	68.54	1.88	m	m	0.53561	0.66215	0.51006	0.71161
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	81	26607	26774	167	m	1	0.51006	0.71161	3.16465										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	102	26774	26907	133						88.22	84.04	212.2	6.86	m	h	0.51006	0.71161	0.51808	0.45419
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	82	26907	27090	183	h	1	0.51808	0.45419	2.93604										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	103	27090	27106	17						35.92	33.39	33.39	0.11	h	h	0.51808	0.45419	0.5203	0.45258
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	83	27106	27190	83	h	1	0.5203	0.45258	3.01251										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	104	27190	27206	17							91.09	91.09		h		0.5203	0.45258		
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	105	27240	27290	50							137.14	165.73			i			0.63408	0.51518
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	84	27290	27789	499	i	1	0.63408	0.51518	3.28254										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	106	27789	27805	17							126.83	126.83		i		0.63408	0.51518		
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	107	27822	27839	17							119.82	119.82			i			0.63269	0.5052
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	85	27839	27905	66	i	1	0.63269	0.5052	3.31387										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	108	27905	27938	33						244.48	46.58	49.28	1.57	i	i	0.63269	0.5052	0.61144	0.5497
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	86	27938	28238	300	i	1	0.61144	0.5497	3.35535										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	109	28238	28288	50						241.65	119.42	196.5	6.01	i	m	0.61144	0.5497	0.52607	0.70792
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	87	28288	28521	233	m	1	0.52607	0.70792	3.31317										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	110	28521	28554	33						172.83	186.74	222.59	6.72	m	l	0.52607	0.70792	0.39763	0.69176
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	88	28554	28854	300	l	1	0.39763	0.69176	3.14197										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	111	28854	28904	50						186.76	125.19	194.65	6.22	l	k	0.39763	0.69176	0.27574	0.7062
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	89	28904	29170	266	k	1	0.27574	0.7062	3.03664										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	112	29170	29186	17						230.27	60.39	60.39	1.33	k	k	0.27574	0.7062	0.25751	0.72813
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	90	29186	29419	233	k	1	0.25751	0.72813	2.99907										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	113	29419	29486	67							175.62	249.09		k		0.25751	0.72813		
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	114	29519	29536	17							53.7	53.7			b			0.32341	0.30364
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	91	29536	29702	166	b	1	0.32341	0.30364	3.04592										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	115	29702	29752	50						19.55	190.95	324.99	9.58	b	c	0.32341	0.30364	0.51313	0.23626
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	92	29752	29935	183	c	1	0.51313	0.23626	3.11794										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	116	29935	29952	17						3.72	39.29	39.29	1.12	c	c	0.51313	0.23626	0.53008	0.23515
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	93	29952	30018	67	c	1	0.53008	0.23515	3.21953										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	117	30018	30052	33						350.33	165.86	185.04	6.05	c	d	0.53008	0.23515	0.65457	0.25636
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	94	30052	30268	216	d	1	0.65457	0.25636	3.34895										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	118	30268	30334	66						233.24	145.68	316.1	9.64	d	h	0.65457	0.25636	0.48812	0.47915
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	95	30334	30568	233	h	1	0.48812	0.47915	3.49118										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	119	30568	30634	67						127.74	98.44	160.97	6.11	h	b	0.48812	0.47915	0.38464	0.34545
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	96	30634	31000	366	b	1	0.38464	0.34545	3.17997										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	120	31000	31017	17						273.66	61.62	61.62	1.83	b	g	0.38464	0.34545	0.38926	0.41776
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	97	31017	31100	83	g	1	0.38926	0.41776	3.22051										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	121	31100	31150	50						335.29	143.02	232.42	7.27	g	h	0.38926	0.41776	0.52912	0.48212
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	98	31150	31333	183	h	1	0.52912	0.48212	3.32843										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	122	31333	31350	17							106.21	106.21		h		0.52912	0.48212		
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	123	31383	31400	17							54.32	54.32							
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	124	31416	31433	17							102.18	102.18			h			0.52663	0.48314
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	99	31433	31566	133	h	1	0.52663	0.48314	3.35557										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	125	31566	31599	33						276.05	155.52	171.61	5.82	h	m	0.52663	0.48314	0.54991	0.70284
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	100	31599	31766	167	m	1	0.54991	0.70284	3.31525										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	126	31766	31816	50						8.39	112.52	163.62	5.1	m	n	0.54991	0.70284	0.6503	0.68804
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	101	31816	32448	632	n	1	0.6503	0.68804	3.12464										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	127	32448	32498	50						179.49	138.73	236.73	7	n	m	0.6503	0.68804	0.51378	0.68682
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	102	32498	32748	250	m	1	0.51378	0.68682	3.02132										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	128	32748	32814	66							226.72	345.61		m		0.51378	0.68682		
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	129	32831	32847	17							112.46	112.46						0.71122	0.33059
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	103	32847	33030	183		0	0.71122	0.33059	3.07639										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	130	33030	33080	50						34.86	67.87	86.93	2.95		e	0.71122	0.33059	0.77238	0.28798
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	104	33080	33313	233	e	1	0.77238	0.28798	3.2329										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	131	33313	33363	50						271.16	98.79	139.6	5.31	e	j	0.77238	0.28798	0.7768	0.5059
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	105	33363	33446	83	j	1	0.7768	0.5059	3.36445										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	132	33446	33463	17							30.35	30.35		j		0.7768	0.5059		
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	133	33596	33679	83							95.48	224.55							
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	134	33696	33713	17							32.78	32.78							
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	135	33729	33746	17							84.18	84.18			b			0.3795	0.25355
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	106	33746	33846	100	b	1	0.3795	0.25355	3.2491										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	136	33846	33912	67							99.51	214.23		b		0.3795	0.25355		
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	137	33962	33979	17							42.79	42.79							
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Partial	138	34029	34045	17							31.98	31.98			a			0.25097	0.24985
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	107	34045	34178	133	a	1	0.25097	0.24985	3.3394										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	139	34178	34228	50						6.86	155.93	271.58	8.2	a		0.25097	0.24985	0.42095	0.22939
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	108	34228	34345	117		0	0.42095	0.22939	3.28451										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	140	34345	34411	67						354.79	255.42	432.69	17.14		e	0.42095	0.22939	0.77921	0.26205
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	109	34411	34794	383	e	1	0.77921	0.26205	3.40212										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	141	34794	34844	50						167.53	189.98	261.53	9.57	e		0.77921	0.26205	0.57741	0.21742
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	110	34844	35077	233		0	0.57741	0.21742	3.4076										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	142	35077	35127	50						185.65	162.79	272.75	8.49		b	0.57741	0.21742	0.40248	0.23471
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	111	35127	35460	333	b	1	0.40248	0.23471	3.35398										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	143	35460	35493	33						2.28	170.56	203.85	5.43	b	c	0.40248	0.23471	0.51552	0.23021
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	112	35493	35959	466	c	1	0.51552	0.23021	3.39465										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	144	35959	36026	67						227.77	208.61	350.12	13.69	c	f	0.51552	0.23021	0.27367	0.49664
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	113	36026	36325	299	f	1	0.27367	0.49664	3.37208										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	145	36325	36392	67						32.89	212.27	364.51	13.77	f	c	0.27367	0.49664	0.53543	0.32739
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	114	36392	36608	216	c	1	0.53543	0.32739	3.05403										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	146	36608	36675	67						323.92	163.38	319.22	10.82	c	j	0.53543	0.32739	0.74114	0.4773
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	115	36675	37090	416	j	1	0.74114	0.4773	3.31893										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	147	37090	37140	50						217.5	165.53	295.97	8.3	j		0.74114	0.4773	0.58235	0.59913
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	116	37140	37390	250		0	0.58235	0.59913	3.37352										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	148	37390	37440	50						113.64	95.14	148.41	4.82		h	0.58235	0.59913	0.52074	0.45837
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	117	37440	37590	150	h	1	0.52074	0.45837	3.21735										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	149	37590	37640	50						180.84	163.08	240.08	7.7	h	g	0.52074	0.45837	0.36704	0.46063
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	118	37640	37856	216	g	1	0.36704	0.46063	3.18576										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	150	37856	37906	50						185.61	122.4	185.66	5.9	g	f	0.36704	0.46063	0.246	0.47251
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	119	37906	38305	399	f	1	0.246	0.47251	3.28174										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	151	38305	38372	67						45.49	213.76	355.39	14.23	f	c	0.246	0.47251	0.50442	0.20958
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	120	38372	38605	233	c	1	0.50442	0.20958	3.28986										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	152	38605	38655	50						294.85	173.18	241.68	8.96	c	i	0.50442	0.20958	0.62837	0.47727
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	121	38655	39037	383	i	1	0.62837	0.47727	3.33497										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	153	39037	39087	50						353.9	130.89	219.33	6.53	i	j	0.62837	0.47727	0.76393	0.49176
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	122	39087	39470	383	j	1	0.76393	0.49176	3.35406										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	154	39470	39520	50						143.65	167.04	257.65	8.4	j		0.76393	0.49176	0.60262	0.37305
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Fixation	Whole	123	39520	39770	250		0	0.60262	0.37305	3.37533										
henry	Participant7	Timeline1	My Time of Interest 001	2	condition-1		Saccade	Whole	155	39770	39836	66						124.57	95.28	172.79	6.29		c	0.60262	0.37305	0.49898	0.22266
